food_id,food_name,price_dollars,kcal,nutrition_fat_g,nutrition_cholesterol_mg,nutrition_sodium_mg,nutrition_carbohydrates_g,nutrition_fiber_g,nutrition_sugar_g,nutrition_protein_g,food_category,locationid,location_name
-2122581,Sushi Roll,14.26,462,30,103,1618,114,8,23,6,Special,92,location_92
-2122580,Garden Salad,17.92,1055,53,148,1924,33,15,12,39,Salads,24,location_24
-2122579,Brownie,2.61,724,71,15,1074,127,15,57,16,Desserts,30,location_30
-2122578,Pizza Slice,9.06,1118,20,62,1032,7,14,67,5,Fast Food,98,location_98
-2122577,Strawberries,7.82,166,37,107,1701,51,13,37,40,Whole Fruit,78,location_78
-2122576,Doughnut,12.6,888,76,67,1991,46,15,28,34,Desserts,91,location_91
-2122575,Brownie,16.84,491,7,13,1352,113,7,61,3,Desserts,62,location_62
-2122574,Lentil Soup,7.61,998,13,44,317,32,2,12,46,Soups,92,location_92
-2122573,Chicken Noodle Soup,5.64,721,37,141,415,44,3,86,0,Soups,51,location_51
-2122572,Cobb Salad,15.08,388,41,26,1068,22,15,7,53,Salads,63,location_63
-2122571,Minestrone,16.96,1048,67,108,1464,107,8,3,54,Soups,34,location_34
-2122570,French Fries,18.01,678,44,10,1344,57,12,6,37,Fast Food,22,location_22
-2122569,Banana,17.85,277,41,123,760,78,4,34,40,Whole Fruit,6,location_6
-2122568,Steamed Vegetables,3.76,756,42,16,1619,139,0,29,52,Sides,24,location_24
-2122567,Omelette,16.47,622,11,39,597,25,11,44,8,Breakfast,70,location_70
-2122566,Green Tea,9.92,956,27,97,1804,114,3,67,49,Beverages,98,location_98
-2122565,Coffee,6.4,449,37,144,1744,137,7,100,39,Beverages,38,location_38
-2122564,Minestrone,15.9,269,54,106,484,63,5,29,44,Soups,66,location_66
-2122563,Chicken Noodle Soup,2.73,710,80,136,1074,79,5,85,31,Soups,64,location_64
-2122562,Coleslaw,11.89,299,49,48,679,53,7,5,57,Sides,77,location_77
-2122561,Apple,15.18,87,18,90,843,104,15,14,43,Whole Fruit,50,location_50
-2122560,Fruit Tart,7.64,232,74,122,361,120,15,27,54,Desserts,14,location_14
-2122559,Fried Chicken,19.57,326,76,38,133,33,5,40,51,Fast Food,76,location_76
-2122558,Coffee,8.57,713,30,15,191,125,5,57,53,Beverages,45,location_45
-2122557,Pizza Slice,10.88,1069,26,75,526,48,13,33,18,Fast Food,84,location_84
-2122556,Cobb Salad,4.62,692,42,138,1227,140,2,32,13,Salads,11,location_11
-2122555,Hot Dog,16.22,541,48,75,724,91,0,64,57,Fast Food,1,location_1
-2122554,Garlic Bread,5.55,1086,41,25,1681,92,3,27,8,Sides,28,location_28
-2122553,Mashed Potatoes,11.81,913,65,115,1696,139,12,54,21,Sides,62,location_62
-2122552,Steamed Vegetables,8.22,83,22,89,757,45,7,26,23,Sides,95,location_95
-2122551,Garlic Bread,4.27,472,13,33,738,142,14,64,3,Sides,79,location_79
-2122550,Chicken Noodle Soup,13.68,455,32,7,1944,146,15,11,15,Soups,14,location_14
-2122549,Ice Cream,9.89,932,40,61,1467,97,0,58,55,Desserts,84,location_84
-2122548,Minestrone,19.48,1169,71,140,1284,127,4,8,10,Soups,90,location_90
-2122547,Fruit Tart,8.92,593,77,77,1000,96,13,92,27,Desserts,18,location_18
-2122546,Pizza Slice,9.04,1173,62,52,1950,145,9,63,1,Fast Food,22,location_22
-2122545,Strawberries,6.1,854,10,92,89,102,0,10,36,Whole Fruit,39,location_39
-2122544,Lemonade,2.19,714,72,105,720,122,2,57,23,Beverages,75,location_75
-2122543,Cheeseburger,8.94,788,42,102,1943,11,4,55,20,Fast Food,46,location_46
-2122542,Tacos,2.53,978,66,132,1876,118,13,96,40,Special,59,location_59
-2122541,Sushi Roll,9.83,735,74,69,1614,65,7,76,7,Special,33,location_33
-2122540,Rice Pilaf,6.48,306,69,55,91,56,6,76,0,Sides,75,location_75
-2122539,Lentil Soup,5.51,1112,37,69,1472,99,14,21,47,Soups,56,location_56
-2122538,Bagel with Cream Cheese,10.97,413,50,67,762,0,12,22,42,Breakfast,81,location_81
-2122537,Cheeseburger,19.66,324,8,103,1223,81,1,36,57,Fast Food,81,location_81
-2122536,Cobb Salad,16.76,181,13,100,876,10,11,73,10,Salads,31,location_31
-2122535,Garden Salad,6.42,666,56,87,927,38,5,96,24,Salads,20,location_20
-2122534,Smoothie,17.98,55,24,74,261,42,6,21,20,Beverages,71,location_71
-2122533,Tomato Soup,2.56,520,64,7,1311,129,15,61,10,Soups,39,location_39
-2122532,Ice Cream,6.04,531,22,36,668,19,13,35,12,Desserts,19,location_19
-2122531,Hot Dog,16.38,786,70,35,1366,5,2,86,9,Fast Food,82,location_82
-2122530,Fried Chicken,10.85,772,69,62,1387,49,9,40,21,Fast Food,7,location_7
-2122529,Tacos,6.78,515,13,111,1090,61,4,24,32,Special,84,location_84
-2122528,Omelette,2.57,143,76,71,1540,16,7,5,11,Breakfast,46,location_46
-2122527,Steak Dinner,6.89,518,11,124,297,134,8,81,31,Special,69,location_69
-2122526,Tacos,18.51,186,37,76,469,147,13,13,39,Special,69,location_69
-2122525,Grilled Salmon,13.82,855,49,106,1603,43,1,55,18,Special,77,location_77
-2122524,Lemonade,3.3,425,4,32,1802,75,12,36,36,Beverages,22,location_22
-2122523,Sushi Roll,13.26,1105,49,89,134,55,7,100,35,Special,73,location_73
-2122522,Grapes,11.95,457,71,28,1787,90,0,50,4,Whole Fruit,70,location_70
-2122521,Vegetable Stir-fry,10.84,270,49,102,189,14,7,9,37,Special,4,location_4
-2122520,Coleslaw,14.51,751,11,5,1022,96,13,55,6,Sides,13,location_13
-2122519,Doughnut,4.82,60,1,3,922,25,4,5,36,Desserts,3,location_3
-2122518,Chicken Noodle Soup,12.12,1102,27,103,1792,17,15,64,2,Soups,93,location_93
-2122517,Granola,10.63,416,24,139,1986,135,5,83,10,Breakfast,10,location_10
-2122516,Greek Salad,13.59,757,49,94,114,39,13,21,58,Salads,68,location_68
-2122515,Fried Chicken,4.22,293,50,108,586,108,1,53,25,Fast Food,78,location_78
-2122514,Coleslaw,1.67,350,37,82,1222,105,9,24,43,Sides,75,location_75
-2122513,Brownie,9.77,1031,21,84,1888,97,0,45,52,Desserts,65,location_65
-2122512,Lentil Soup,8.05,246,14,22,594,20,4,13,6,Soups,34,location_34
-2122511,Clam Chowder,9.4,1133,42,126,1963,51,10,47,11,Soups,5,location_5
-2122510,Cheeseburger,8.0,584,79,51,1994,71,3,23,29,Fast Food,47,location_47
-2122509,Ice Cream,18.83,547,14,14,1242,73,13,100,14,Desserts,44,location_44
-2122508,Coffee,12.11,749,13,12,400,67,2,5,37,Beverages,89,location_89
-2122507,Tomato Soup,3.36,503,47,121,400,148,13,65,24,Soups,50,location_50
-2122506,Doughnut,19.52,233,69,65,688,58,4,63,32,Desserts,8,location_8
-2122505,Greek Salad,4.81,243,58,0,1335,76,11,8,50,Salads,97,location_97
-2122504,French Fries,12.54,1132,18,138,164,53,1,63,57,Fast Food,43,location_43
-2122503,Doughnut,13.49,495,80,141,0,9,12,6,41,Desserts,46,location_46
-2122502,Apple,17.54,423,26,82,1519,40,9,58,57,Whole Fruit,84,location_84
-2122501,Sushi Roll,17.61,874,23,34,462,44,8,68,22,Special,72,location_72
-2122500,Coffee,6.24,953,36,28,447,61,11,4,39,Beverages,59,location_59
-2122499,Pizza Slice,8.45,126,43,111,274,135,11,6,36,Fast Food,30,location_30
-2122498,Omelette,7.51,740,14,137,628,105,8,14,54,Breakfast,31,location_31
-2122497,Steak Dinner,4.07,542,67,141,1574,22,6,11,59,Special,84,location_84
-2122496,Vegetable Stir-fry,14.48,1049,9,144,1910,38,15,73,19,Special,51,location_51
-2122495,Hot Dog,3.52,1136,23,79,1254,40,5,13,60,Fast Food,49,location_49
-2122494,Hot Dog,17.76,417,30,88,1164,37,14,58,27,Fast Food,17,location_17
-2122493,French Fries,12.53,469,80,114,1110,59,15,42,54,Fast Food,48,location_48
-2122492,Tomato Soup,18.24,670,68,31,1161,35,3,20,52,Soups,50,location_50
-2122491,Lemonade,2.08,870,76,108,1848,104,0,76,8,Beverages,4,location_4
-2122490,Avocado Toast,13.78,565,49,25,1830,141,9,56,14,Breakfast,70,location_70
-2122489,Chicken Noodle Soup,9.52,187,15,125,1320,95,11,100,9,Soups,49,location_49
-2122488,Pancakes,16.03,93,43,109,471,134,2,2,44,Breakfast,78,location_78
-2122487,Lemonade,16.88,302,56,95,1888,48,14,65,15,Beverages,56,location_56
-2122486,Garden Salad,14.38,167,23,57,1215,89,0,12,59,Salads,12,location_12
-2122485,Fried Chicken,7.03,368,54,67,112,123,1,52,8,Fast Food,17,location_17
-2122484,Pancakes,14.92,1104,18,148,1902,133,0,92,27,Breakfast,86,location_86
-2122483,Steak Dinner,8.85,947,32,109,1122,64,5,22,55,Special,52,location_52
-2122482,Smoothie,17.89,352,31,16,989,143,4,24,10,Beverages,79,location_79
-2122481,Grilled Salmon,16.07,456,72,104,1696,52,7,93,21,Special,62,location_62
-2122480,Chicken Noodle Soup,7.0,1038,22,149,1607,50,3,30,36,Soups,10,location_10
-2122479,Tacos,1.95,363,5,49,1074,38,15,78,41,Special,52,location_52
-2122478,Caesar Salad,14.19,549,26,35,1313,63,11,49,14,Salads,53,location_53
-2122477,Pancakes,17.47,391,68,141,711,126,3,67,56,Breakfast,75,location_75
-2122476,Sushi Roll,15.56,999,62,41,84,82,2,17,50,Special,57,location_57
-2122475,Vegetable Stir-fry,17.0,251,47,77,1562,132,3,23,54,Special,4,location_4
-2122474,Pizza Slice,12.23,581,6,100,994,69,10,56,57,Fast Food,27,location_27
-2122473,Orange,6.01,887,71,33,220,118,10,62,7,Whole Fruit,56,location_56
-2122472,Lentil Soup,14.46,992,10,18,979,88,3,50,58,Soups,13,location_13
-2122471,Steak Dinner,18.65,114,26,105,1238,36,5,87,19,Special,6,location_6
-2122470,Fruit Tart,13.8,134,62,65,487,140,15,24,18,Desserts,28,location_28
-2122469,Garden Salad,4.0,724,66,12,949,74,12,5,22,Salads,33,location_33
-2122468,Rice Pilaf,7.2,479,63,76,893,39,13,55,19,Sides,4,location_4
-2122467,Cheeseburger,6.47,707,29,13,1678,77,9,0,34,Fast Food,84,location_84
-2122466,Garden Salad,19.78,810,55,56,229,65,0,40,27,Salads,3,location_3
-2122465,Orange Juice,8.06,1037,23,92,1440,119,13,9,12,Beverages,48,location_48
-2122464,Caesar Salad,4.76,965,79,117,759,47,11,75,11,Salads,41,location_41
-2122463,Garlic Bread,9.71,649,35,119,1532,96,0,41,21,Sides,9,location_9
-2122462,Garden Salad,7.11,323,30,145,510,100,2,23,39,Salads,60,location_60
-2122461,Rice Pilaf,17.92,1138,33,139,1737,47,15,54,40,Sides,46,location_46
-2122460,Strawberries,19.47,188,37,60,430,27,15,89,50,Whole Fruit,74,location_74
-2122459,Bagel with Cream Cheese,7.98,370,13,24,1541,109,7,58,18,Breakfast,48,location_48
-2122458,Chicken Noodle Soup,6.93,760,71,123,1093,114,15,50,53,Soups,51,location_51
-2122457,Smoothie,6.32,256,52,110,1832,139,15,28,50,Beverages,8,location_8
-2122456,Ice Cream,19.89,465,30,69,1323,119,3,55,26,Desserts,83,location_83
-2122455,Grilled Salmon,17.26,415,48,55,1419,113,15,64,5,Special,20,location_20
-2122454,Green Tea,13.98,292,51,109,45,70,2,68,12,Beverages,13,location_13
-2122453,Granola,6.46,312,1,7,458,136,8,42,58,Breakfast,99,location_99
-2122452,Rice Pilaf,19.4,1055,78,50,1843,121,1,34,37,Sides,26,location_26
-2122451,Caesar Salad,5.31,1141,63,75,1225,23,0,72,10,Salads,57,location_57
-2122450,Coffee,12.2,904,61,44,474,149,6,13,57,Beverages,54,location_54
-2122449,Clam Chowder,3.65,320,47,69,224,27,11,91,9,Soups,64,location_64
-2122448,Strawberries,6.54,904,75,49,1595,148,2,9,4,Whole Fruit,25,location_25
-2122447,Smoothie,12.47,72,63,76,1872,54,7,20,6,Beverages,33,location_33
-2122446,Coleslaw,17.06,857,26,145,1475,80,6,94,50,Sides,89,location_89
-2122445,Ice Cream,12.76,910,6,49,937,49,3,48,17,Desserts,56,location_56
-2122444,Orange,13.5,977,35,119,904,64,14,26,31,Whole Fruit,32,location_32
-2122443,Chocolate Cake,9.95,139,20,122,1134,59,8,97,8,Desserts,80,location_80
-2122442,Smoothie,10.19,173,49,131,901,55,6,47,31,Beverages,92,location_92
-2122441,Sushi Roll,12.67,949,6,89,193,0,13,100,42,Special,11,location_11
-2122440,Cobb Salad,18.77,926,26,70,1347,18,12,96,44,Salads,27,location_27
-2122439,Steak Dinner,12.71,270,21,108,1561,13,1,72,50,Special,63,location_63
-2122438,Doughnut,7.19,812,27,126,1702,147,11,39,21,Desserts,1,location_1
-2122437,Bagel with Cream Cheese,8.96,950,25,124,651,48,7,32,11,Breakfast,18,location_18
-2122436,Quinoa Salad,19.14,996,61,41,683,108,9,39,24,Salads,84,location_84
-2122435,Greek Salad,14.61,88,27,31,1115,129,2,57,19,Salads,42,location_42
-2122434,Granola,11.56,815,15,149,697,90,5,87,22,Breakfast,76,location_76
-2122433,Granola,13.83,789,46,41,218,36,7,26,12,Breakfast,72,location_72
-2122432,Grapes,4.52,259,32,138,533,38,7,62,11,Whole Fruit,36,location_36
-2122431,Cheeseburger,18.36,352,4,133,1091,139,12,4,45,Fast Food,45,location_45
-2122430,Rice Pilaf,9.13,53,14,43,252,141,5,94,0,Sides,36,location_36
-2122429,Green Tea,16.67,514,3,26,369,88,10,84,11,Beverages,28,location_28
-2122428,Pancakes,5.87,315,28,101,431,134,8,35,13,Breakfast,67,location_67
-2122427,Ice Cream,12.47,780,1,103,1288,50,9,54,23,Desserts,13,location_13
-2122426,Pizza Slice,7.23,589,56,103,317,5,13,51,41,Fast Food,64,location_64
-2122425,Vegetable Stir-fry,12.12,782,27,105,76,30,4,53,6,Special,5,location_5
-2122424,Quinoa Salad,8.75,73,60,75,1741,142,6,93,22,Salads,91,location_91
-2122423,Coffee,2.72,780,55,111,941,49,15,46,45,Beverages,62,location_62
-2122422,Brownie,2.05,310,70,19,1552,41,5,5,27,Desserts,90,location_90
-2122421,Garden Salad,2.7,168,60,122,695,121,9,63,35,Salads,29,location_29
-2122420,Tomato Soup,9.52,494,16,67,157,130,0,72,2,Soups,51,location_51
-2122419,Chocolate Cake,9.34,842,77,142,112,43,7,14,48,Desserts,27,location_27
-2122418,Pancakes,18.48,577,13,15,238,1,12,20,22,Breakfast,96,location_96
-2122417,Hot Dog,8.23,102,9,16,1267,47,13,44,28,Fast Food,93,location_93
-2122416,Pancakes,7.61,444,7,23,187,1,7,46,9,Breakfast,20,location_20
-2122415,Minestrone,2.72,589,15,116,44,25,1,19,11,Soups,42,location_42
-2122414,Quinoa Salad,19.75,1113,39,6,1265,32,9,22,3,Salads,20,location_20
-2122413,Ice Cream,12.25,837,7,136,1846,122,6,19,33,Desserts,22,location_22
-2122412,Quinoa Salad,13.97,1197,22,10,1036,13,5,1,5,Salads,35,location_35
-2122411,Hot Dog,15.67,1141,5,58,409,14,14,26,13,Fast Food,87,location_87
-2122410,Quinoa Salad,2.79,841,0,129,1475,142,3,0,20,Salads,3,location_3
-2122409,Avocado Toast,8.06,614,31,46,583,60,9,19,0,Breakfast,57,location_57
-2122408,Grapes,15.49,1173,34,13,461,60,12,73,33,Whole Fruit,94,location_94
-2122407,Coleslaw,13.49,223,79,61,100,101,14,53,13,Sides,99,location_99
-2122406,Coffee,7.33,1186,31,33,1050,54,8,20,54,Beverages,12,location_12
-2122405,Garlic Bread,13.65,893,46,46,664,12,15,59,13,Sides,27,location_27
-2122404,Banana,16.57,235,44,133,997,111,1,45,38,Whole Fruit,95,location_95
-2122403,Strawberries,15.06,403,53,84,780,74,12,3,58,Whole Fruit,87,location_87
-2122402,Chocolate Cake,9.58,240,10,65,653,37,9,55,30,Desserts,63,location_63
-2122401,Greek Salad,19.07,568,61,28,1401,75,5,81,14,Salads,16,location_16
-2122400,Ice Cream,7.64,688,8,102,680,36,6,56,21,Desserts,27,location_27
-2122399,Steamed Vegetables,18.71,901,18,84,934,13,15,77,1,Sides,94,location_94
-2122398,Vegetable Stir-fry,17.95,406,68,44,813,98,4,3,38,Special,81,location_81
-2122397,Strawberries,2.96,502,78,141,1773,150,5,85,33,Whole Fruit,59,location_59
-2122396,Apple,12.77,187,58,84,541,134,3,36,11,Whole Fruit,74,location_74
-2122395,Clam Chowder,6.15,1096,38,126,388,129,9,73,50,Soups,81,location_81
-2122394,Chocolate Cake,5.84,403,6,54,758,132,10,3,58,Desserts,13,location_13
-2122393,Granola,11.75,900,53,48,872,39,7,15,51,Breakfast,8,location_8
-2122392,Orange,11.57,92,7,92,1643,39,4,85,43,Whole Fruit,85,location_85
-2122391,Coffee,17.36,169,26,45,1231,8,12,2,44,Beverages,15,location_15
-2122390,Banana,8.76,506,32,138,61,94,14,61,55,Whole Fruit,84,location_84
-2122389,Avocado Toast,6.28,1177,66,77,1204,56,12,81,34,Breakfast,70,location_70
-2122388,Grilled Salmon,15.83,944,76,12,397,50,8,57,33,Special,98,location_98
-2122387,Doughnut,1.99,891,20,136,1495,141,2,62,33,Desserts,95,location_95
-2122386,Garlic Bread,5.24,209,42,83,556,121,12,23,7,Sides,2,location_2
-2122385,Cobb Salad,13.29,694,30,46,954,19,13,83,37,Salads,99,location_99
-2122384,Cheeseburger,14.93,181,37,112,1274,13,13,75,51,Fast Food,30,location_30
-2122383,French Fries,19.53,954,31,97,724,25,8,23,32,Fast Food,53,location_53
-2122382,Avocado Toast,18.68,235,49,130,475,55,13,31,39,Breakfast,69,location_69
-2122381,Garden Salad,14.02,167,7,131,530,10,14,38,2,Salads,93,location_93
-2122380,Green Tea,18.48,585,57,145,997,69,11,92,39,Beverages,17,location_17
-2122379,Green Tea,19.35,1058,72,69,1751,37,8,34,30,Beverages,66,location_66
-2122378,Ice Cream,3.87,715,64,22,522,129,10,65,4,Desserts,51,location_51
-2122377,Hot Dog,3.13,662,60,8,709,32,2,65,27,Fast Food,80,location_80
-2122376,Lentil Soup,7.17,758,41,74,643,100,12,98,53,Soups,53,location_53
-2122375,Banana,14.4,1163,19,118,982,18,6,2,19,Whole Fruit,8,location_8
-2122374,Pancakes,16.44,1152,70,83,1418,33,12,37,30,Breakfast,18,location_18
-2122373,Coleslaw,2.55,915,64,135,393,64,11,6,12,Sides,94,location_94
-2122372,Grilled Salmon,9.63,901,7,92,636,1,14,42,10,Special,98,location_98
-2122371,Tacos,2.5,524,45,145,86,24,4,91,10,Special,66,location_66
-2122370,Fruit Tart,17.85,969,6,134,749,28,15,70,28,Desserts,80,location_80
-2122369,Granola,2.23,1063,79,53,1227,84,9,29,29,Breakfast,87,location_87
-2122368,Lentil Soup,15.95,906,3,60,1448,130,14,26,40,Soups,55,location_55
-2122367,Minestrone,17.02,715,74,111,275,90,1,44,44,Soups,48,location_48
-2122366,Clam Chowder,10.78,936,7,67,731,141,14,21,24,Soups,94,location_94
-2122365,Apple,12.57,853,31,37,1248,59,12,47,35,Whole Fruit,70,location_70
-2122364,Chicken Noodle Soup,6.12,900,53,78,20,78,10,74,1,Soups,80,location_80
-2122363,Cheeseburger,15.25,383,72,100,1308,109,9,19,22,Fast Food,45,location_45
-2122362,French Fries,4.56,261,35,11,748,31,15,51,16,Fast Food,12,location_12
-2122361,Mashed Potatoes,18.51,131,69,82,1170,87,11,84,8,Sides,13,location_13
-2122360,Vegetable Stir-fry,17.37,154,52,37,708,12,6,66,20,Special,92,location_92
-2122359,Steak Dinner,4.6,777,29,55,986,72,7,29,58,Special,75,location_75
-2122358,Grapes,7.97,226,32,23,824,112,4,4,5,Whole Fruit,82,location_82
-2122357,Orange,3.12,501,24,33,30,36,15,16,23,Whole Fruit,49,location_49
-2122356,Rice Pilaf,8.79,690,70,119,1777,38,0,52,46,Sides,63,location_63
-2122355,Cobb Salad,18.48,1054,26,140,205,90,7,82,31,Salads,58,location_58
-2122354,Cobb Salad,3.15,1174,9,137,946,65,14,32,27,Salads,88,location_88
-2122353,Hot Dog,15.14,498,67,99,908,49,0,27,5,Fast Food,44,location_44
-2122352,Smoothie,4.04,835,39,88,1967,122,14,45,1,Beverages,76,location_76
-2122351,Rice Pilaf,18.86,486,9,31,1709,13,12,26,44,Sides,14,location_14
-2122350,Orange,13.95,667,5,150,1427,70,9,90,11,Whole Fruit,10,location_10
-2122349,Avocado Toast,16.73,1098,10,14,1922,65,3,53,3,Breakfast,9,location_9
-2122348,Caesar Salad,16.0,912,18,23,1836,56,1,86,13,Salads,37,location_37
-2122347,Smoothie,7.94,771,66,1,899,113,10,74,48,Beverages,32,location_32
-2122346,Mashed Potatoes,17.2,748,1,133,700,45,8,24,10,Sides,36,location_36
-2122345,Orange Juice,4.34,569,26,19,820,126,10,93,27,Beverages,91,location_91
-2122344,Green Tea,16.64,940,55,38,486,22,4,31,38,Beverages,3,location_3
-2122343,Steak Dinner,15.68,63,8,44,1533,49,7,51,25,Special,83,location_83
-2122342,Garden Salad,15.11,702,74,114,1709,146,12,5,41,Salads,97,location_97
-2122341,Garden Salad,8.04,92,25,74,1100,72,2,70,25,Salads,17,location_17
-2122340,Brownie,11.49,746,55,138,1277,86,7,65,57,Desserts,99,location_99
-2122339,Doughnut,5.17,379,65,31,947,29,12,31,25,Desserts,5,location_5
-2122338,Green Tea,6.07,1065,47,65,523,24,5,85,44,Beverages,19,location_19
-2122337,Rice Pilaf,8.38,786,13,118,1997,58,11,89,43,Sides,55,location_55
-2122336,Clam Chowder,7.81,871,15,100,1826,104,9,46,1,Soups,33,location_33
-2122335,Chicken Noodle Soup,11.6,618,0,5,1787,91,12,8,8,Soups,22,location_22
-2122334,Steamed Vegetables,13.55,114,79,135,148,119,3,66,57,Sides,77,location_77
-2122333,Fried Chicken,12.04,587,20,147,768,148,11,3,54,Fast Food,53,location_53
-2122332,Garlic Bread,8.15,748,57,77,203,57,0,18,32,Sides,63,location_63
-2122331,Coleslaw,3.5,345,70,72,251,137,14,93,14,Sides,40,location_40
-2122330,Cobb Salad,7.89,377,15,84,1582,87,11,10,51,Salads,33,location_33
-2122329,French Fries,18.3,360,16,123,1049,18,7,10,17,Fast Food,88,location_88
-2122328,Steamed Vegetables,6.29,540,9,134,1822,142,14,20,36,Sides,7,location_7
-2122327,Brownie,14.34,192,47,66,1488,35,0,66,59,Desserts,15,location_15
-2122326,Coffee,8.0,185,71,101,208,54,10,62,32,Beverages,36,location_36
-2122325,French Fries,15.98,1039,11,103,1842,52,7,78,35,Fast Food,82,location_82
-2122324,Ice Cream,4.63,415,80,40,429,27,12,83,51,Desserts,6,location_6
-2122323,Cheeseburger,19.56,1088,5,118,980,130,5,97,34,Fast Food,33,location_33
-2122322,Grilled Salmon,14.55,244,37,143,193,149,2,10,20,Special,53,location_53
-2122321,Coffee,4.23,403,38,69,1219,130,15,4,33,Beverages,73,location_73
-2122320,Doughnut,1.9,65,2,42,960,39,10,20,0,Desserts,57,location_57
-2122319,Granola,14.47,1098,8,103,136,122,15,81,1,Breakfast,16,location_16
-2122318,Grapes,10.01,727,35,19,101,86,5,94,57,Whole Fruit,30,location_30
-2122317,Banana,15.34,199,64,118,229,42,1,46,58,Whole Fruit,5,location_5
-2122316,Steak Dinner,6.02,193,71,122,1923,6,10,24,7,Special,31,location_31
-2122315,Fried Chicken,8.52,300,16,14,587,62,15,90,38,Fast Food,4,location_4
-2122314,Rice Pilaf,10.73,338,5,0,331,90,13,34,4,Sides,64,location_64
-2122313,French Fries,11.03,732,29,139,1096,92,4,9,2,Fast Food,71,location_71
-2122312,Coffee,4.76,109,63,15,1757,75,10,25,50,Beverages,6,location_6
-2122311,Green Tea,11.53,307,20,28,374,121,12,28,57,Beverages,86,location_86
-2122310,Mashed Potatoes,7.44,643,33,71,925,122,9,57,19,Sides,50,location_50
-2122309,Coffee,16.73,815,68,108,682,20,2,75,1,Beverages,19,location_19
-2122308,Strawberries,12.07,1097,39,136,1895,111,10,29,45,Whole Fruit,8,location_8
-2122307,Garlic Bread,17.08,567,63,76,423,112,8,46,8,Sides,28,location_28
-2122306,Chocolate Cake,5.84,1032,18,83,564,46,2,36,39,Desserts,2,location_2
-2122305,Tomato Soup,18.12,300,72,149,1307,92,13,75,30,Soups,80,location_80
-2122304,Coleslaw,7.99,212,31,88,176,97,3,55,16,Sides,95,location_95
-2122303,Doughnut,5.24,330,8,71,1957,6,2,64,4,Desserts,93,location_93
-2122302,Coffee,7.15,1166,62,111,1087,80,1,6,27,Beverages,31,location_31
-2122301,Sushi Roll,10.59,731,73,91,237,74,14,3,16,Special,38,location_38
-2122300,Orange Juice,16.35,223,69,35,143,76,13,98,3,Beverages,56,location_56
-2122299,Cheeseburger,18.31,660,20,0,1080,22,6,28,15,Fast Food,90,location_90
-2122298,Steamed Vegetables,2.85,557,2,89,1120,103,3,77,50,Sides,86,location_86
-2122297,Granola,12.8,520,75,131,132,45,15,77,25,Breakfast,30,location_30
-2122296,Coleslaw,14.12,356,38,107,1565,106,5,99,1,Sides,69,location_69
-2122295,Garlic Bread,4.07,200,25,74,42,37,0,61,50,Sides,88,location_88
-2122294,Granola,8.17,92,25,60,762,31,1,89,38,Breakfast,10,location_10
-2122293,Fried Chicken,18.65,610,8,28,502,57,4,86,4,Fast Food,5,location_5
-2122292,Chicken Noodle Soup,2.22,204,24,91,132,116,5,45,19,Soups,56,location_56
-2122291,Cobb Salad,11.44,377,21,121,503,127,3,99,51,Salads,83,location_83
-2122290,Smoothie,6.51,1145,28,73,1680,69,12,32,43,Beverages,21,location_21
-2122289,Orange Juice,7.19,118,29,73,1460,29,2,38,19,Beverages,76,location_76
-2122288,Sushi Roll,8.91,92,20,74,1104,19,15,44,40,Special,29,location_29
-2122287,Hot Dog,9.18,166,8,126,610,50,14,29,21,Fast Food,67,location_67
-2122286,Apple,17.02,62,26,148,1513,31,10,24,50,Whole Fruit,24,location_24
-2122285,Grilled Salmon,15.96,673,51,82,917,70,0,68,16,Special,20,location_20
-2122284,Smoothie,2.56,535,73,146,929,124,4,78,27,Beverages,13,location_13
-2122283,Cobb Salad,17.16,1125,6,98,62,120,6,52,54,Salads,91,location_91
-2122282,Orange,9.34,724,60,54,837,14,8,48,29,Whole Fruit,8,location_8
-2122281,French Fries,7.13,941,30,87,255,13,1,27,59,Fast Food,89,location_89
-2122280,Greek Salad,12.43,1153,30,149,1255,3,6,78,23,Salads,92,location_92
-2122279,Brownie,4.71,1172,39,103,845,13,11,5,28,Desserts,86,location_86
-2122278,Coleslaw,2.06,1117,63,18,1502,145,11,98,59,Sides,58,location_58
-2122277,Granola,15.53,183,10,51,830,135,4,26,18,Breakfast,38,location_38
-2122276,Garden Salad,3.07,145,17,57,1095,15,8,57,25,Salads,22,location_22
-2122275,Caesar Salad,6.93,1142,2,50,266,129,5,30,25,Salads,95,location_95
-2122274,Hot Dog,6.68,370,12,65,743,147,3,87,15,Fast Food,2,location_2
-2122273,Chocolate Cake,13.94,1196,48,89,291,132,4,22,10,Desserts,15,location_15
-2122272,Green Tea,4.56,584,60,89,634,60,6,75,11,Beverages,2,location_2
-2122271,Quinoa Salad,4.13,237,48,108,28,115,1,11,60,Salads,65,location_65
-2122270,Orange Juice,16.54,714,34,107,1042,127,0,39,25,Beverages,55,location_55
-2122269,Lentil Soup,2.1,61,13,98,201,119,0,99,37,Soups,100,location_100
-2122268,Fried Chicken,17.08,347,5,150,458,117,5,63,27,Fast Food,48,location_48
-2122267,Banana,19.39,96,20,82,1381,77,10,33,54,Whole Fruit,72,location_72
-2122266,Cobb Salad,2.14,640,31,26,1806,27,3,39,37,Salads,11,location_11
-2122265,Brownie,11.74,1159,14,101,268,56,0,44,3,Desserts,45,location_45
